sample_id,lang,report_stem,topic,metric_code,gold_pages,has_gold,candidate_recall_at10,fused_top1,fused_top5,fused_hit_at_1,fused_hit_at_5,fused_hit_at_10,fused_near_at_1,fused_reciprocal_rank,vlm_top1,vlm_top5,vlm_hit_at_1,vlm_hit_at_5,vlm_hit_at_10,vlm_near_at_1,vlm_reciprocal_rank,no_relevant_page,category
d524b5cfe619d36cdea4,chinese,tsmc,產品生命週期管理,,43,True,True,43,43|150|1|121|168,1.0,1.0,1.0,1.0,1.0,43,43|150|1|121|168,1.0,1.0,1.0,1.0,1.0,True,both_top1
e97706277c47b3b95f97,chinese,tsmc,材料取得,,82,True,False,1,1|167|169|214|166,0.0,0.0,0.0,0.0,0.0,166,166|214|1|167|169,0.0,0.0,0.0,0.0,0.0,True,candidate_recall_miss
17089ef65765861d679c,english,06-21_gb-_lvmh_rse2022,Management of Chemicals in Products,CG-AA-250a.2,,False,,106,106|82|130|155|41,,,,,,106,106|132|81|130|155,,,,,,False,empty_gold
565fa568563991955cd9,english,06-21_gb-_lvmh_rse2022,Labour Conditions in the Supply Chain,CG-AA-430b.1,128|129|130|132,True,True,130,130|128|132|129|106,1.0,1.0,1.0,1.0,1.0,130,130|128|132|129|106,1.0,1.0,1.0,1.0,1.0,True,both_top1
67d0d362a56e9cfac501,english,06-21_gb-_lvmh_rse2022,Labour Conditions in the Supply Chain,CG-AA-430b.1,130|132,True,True,130,130|129|128|132|105,1.0,1.0,1.0,1.0,1.0,132,132|130|129|128|105,1.0,1.0,1.0,1.0,1.0,False,both_top1
ae9637b268357978cf24,english,06-21_gb-_lvmh_rse2022,Management of Chemicals in Products,CG-AA-250a.1,86,True,False,106,106|130|155|129|34,0.0,0.0,0.0,0.0,0.0,106,106|105|129|128|130,0.0,0.0,0.0,0.0,0.0,False,candidate_recall_miss
b6956d1b9a7a29b6f7bf,english,06-21_gb-_lvmh_rse2022,Raw Materials Sourcing,CG-AA-440a.4,,False,,79,79|150|147|27|99,,,,,,150,150|79|99|27|154,,,,,,False,empty_gold
c2b99af2a4ca3d2681e8,english,06-21_gb-_lvmh_rse2022,Raw Materials Sourcing,CG-AA-440a.3,77|91|94|95|102|105|110|111,True,True,105,105|79|27|130|82,1.0,1.0,1.0,1.0,1.0,150,150|89|105|82|99,0.0,1.0,1.0,0.0,0.3333333333333333,False,vlm_degraded_top1
d83514208184317346b8,english,06-21_gb-_lvmh_rse2022,Labour Conditions in the Supply Chain,CG-AA-430b.3,32|55|77|83|97|98|99|102|103|128,True,True,106,106|130|128|51|41,0.0,1.0,1.0,0.0,0.3333333333333333,129,129|128|130|51|132,0.0,1.0,1.0,1.0,0.5,False,neither_top1
f98f4adc1cf9df5df847,english,06-21_gb-_lvmh_rse2022,Labour Conditions in the Supply Chain,CG-AA-430b.2,32|132,True,True,130,130|132|128|129|153,0.0,1.0,1.0,0.0,0.5,132,132|130|128|129|153,1.0,1.0,1.0,1.0,1.0,True,vlm_improved_top1
06a55b5f61d8a026b784,english,2022-baytex-esg-report-final,Reserves Valuation & Capital Expenditures,EM-EP-420a.3,54,True,True,54,54|52|59|55|58,1.0,1.0,1.0,1.0,1.0,54,54|52|59|55|58,1.0,1.0,1.0,1.0,1.0,False,both_top1
08299bc8465cfecfc415,english,2022-baytex-esg-report-final,Biodiversity Impacts,EM-EP-160a.3,53,True,True,53,53|54|15|14|70,1.0,1.0,1.0,1.0,1.0,53,53|55|56|52|51,1.0,1.0,1.0,1.0,1.0,False,both_top1
1935926bc83b1885753e,english,2022-baytex-esg-report-final,Community Relations,EM-EP-210b.2,54,True,True,52,52|54|53|20|46,0.0,1.0,1.0,0.0,0.5,54,54|52|53|20|46,1.0,1.0,1.0,1.0,1.0,False,vlm_improved_top1
42a2aed39f9da632fc46,english,2022-baytex-esg-report-final,Critical Incident Risk Management,EM-EP-540a.2,55,True,True,55,55|70|77|29|16,1.0,1.0,1.0,1.0,1.0,55,55|70|77|29|16,1.0,1.0,1.0,1.0,1.0,True,both_top1
55984499e9da70c24c35,english,2022-baytex-esg-report-final,Water Management,EM-EP-140a.1,53,True,True,53,53|24|17|47|48,1.0,1.0,1.0,1.0,1.0,53,53|24|47|17|48,1.0,1.0,1.0,1.0,1.0,False,both_top1
5815a843c1f1055e244c,english,2022-baytex-esg-report-final,Workforce Health & Safety,EM-EP-320a.1,54,True,True,31,31|49|52|54|56,0.0,1.0,1.0,0.0,0.25,49,49|54|31|50|29,0.0,1.0,1.0,0.0,0.5,False,neither_top1
5daa96f92790a44b8c42,english,2022-baytex-esg-report-final,Critical Incident Risk Management,EM-EP-540a.1,55,True,True,55,55|54|52|70|53,1.0,1.0,1.0,1.0,1.0,55,55|54|52|70|53,1.0,1.0,1.0,1.0,1.0,False,both_top1
641f74f544a781bda875,english,2022-baytex-esg-report-final,Air Quality,EM-EP-120a.1,53,True,True,53,53|47|63|87|81,1.0,1.0,1.0,1.0,1.0,53,53|47|25|63|87,1.0,1.0,1.0,1.0,1.0,False,both_top1
66155ac5f3fa0e2aa6ac,english,2022-baytex-esg-report-final,Community Relations,EM-EP-210b.1,34,True,True,54,54|45|36|34|23,0.0,1.0,1.0,0.0,0.25,34,34|36|35|38|43,1.0,1.0,1.0,1.0,1.0,False,vlm_improved_top1
6e54c68a867d4c37126a,english,2022-baytex-esg-report-final,Workforce Health & Safety,EM-EP-320a.2,28|29,True,True,54,54|28|30|70|29,0.0,1.0,1.0,0.0,0.5,28,28|30|31|29|7,1.0,1.0,1.0,1.0,1.0,False,vlm_improved_top1
708e34a709a77348e6c3,english,2022-baytex-esg-report-final,Biodiversity Impacts,EM-EP-160a.1,15|16,True,True,53,53|15|16|14|23,0.0,1.0,1.0,0.0,0.5,15,15|14|16|53|18,1.0,1.0,1.0,1.0,1.0,False,vlm_improved_top1
70eb1e2bbe59db9854f4,english,2022-baytex-esg-report-final,Greenhouse Gas Emissions,EM-EP-110a.2,,False,,52,52|82|63|47|87,,,,,,47,47|52|82|53|63,,,,,,False,empty_gold
7b98fc18387def75cd4d,english,2022-baytex-esg-report-final,Water Management,EM-EP-140a.2,53,True,True,53,53|24|48|47|17,1.0,1.0,1.0,1.0,1.0,53,53|24|17|52|22,1.0,1.0,1.0,1.0,1.0,False,both_top1
7fcb333e98ac6d79913e,english,2022-baytex-esg-report-final,"Security, Human Rights & Rights of Indigenous Peoples",EM-EP-210a.2,54,True,True,54,54|35|27|55|14,1.0,1.0,1.0,1.0,1.0,54,54|35|55|2|7,1.0,1.0,1.0,1.0,1.0,False,both_top1
8aa3c5977066e4aaa637,english,2022-baytex-esg-report-final,Water Management,EM-EP-140a.3,53,True,True,53,53|23|22|52|24,1.0,1.0,1.0,1.0,1.0,53,53|24|22|23|52,1.0,1.0,1.0,1.0,1.0,False,both_top1
9408d181d578d46e69a3,english,2022-baytex-esg-report-final,Reserves Valuation & Capital Expenditures,EM-EP-420a.2,54,True,True,54,54|87|63|47|82,1.0,1.0,1.0,1.0,1.0,54,54|87|63|47|82,1.0,1.0,1.0,1.0,1.0,False,both_top1
99af310f89a28bb5c0d5,english,2022-baytex-esg-report-final,Business Ethics & Transparency,EM-EP-510a.1,55,True,True,55,55|54|41|43|56,1.0,1.0,1.0,1.0,1.0,55,55|54|41|43|56,1.0,1.0,1.0,1.0,1.0,True,both_top1
9da8adb15305794b9f2c,english,2022-baytex-esg-report-final,Water Management,EM-EP-140a.3,53,True,True,53,53|24|22|23|4,1.0,1.0,1.0,1.0,1.0,53,53|24|22|23|4,1.0,1.0,1.0,1.0,1.0,False,both_top1
a53a71a6c6f0a60047e7,english,2022-baytex-esg-report-final,"Security, Human Rights & Rights of Indigenous Peoples",EM-EP-210a.3,35,True,True,54,54|55|35|43|41,0.0,1.0,1.0,0.0,0.3333333333333333,35,35|34|37|54|55,1.0,1.0,1.0,1.0,1.0,True,vlm_improved_top1
af12b35cef1eda790f58,english,2022-baytex-esg-report-final,"Security, Human Rights & Rights of Indigenous Peoples",EM-EP-210a.1,54,True,True,54,54|35|55|27|43,1.0,1.0,1.0,1.0,1.0,54,54|35|55|27|43,1.0,1.0,1.0,1.0,1.0,False,both_top1
d4c4c55f21ea2f820acb,english,2022-baytex-esg-report-final,Biodiversity Impacts,EM-EP-160a.2,53,True,True,48,48|52|53|47|17,0.0,1.0,1.0,0.0,0.3333333333333333,48,48|47|53|54|49,0.0,1.0,1.0,0.0,0.3333333333333333,False,neither_top1
d6ebd452c30c3b668b81,english,2022-baytex-esg-report-final,Greenhouse Gas Emissions,EM-EP-110a.1,,False,,52,52|82|87|63|12,,,,,,46,46|52|82|9|47,,,,,,False,empty_gold
de480f1bf76a59f99ad3,english,2022-baytex-esg-report-final,Management of the Legal & Regulatory Environment,EM-EP-530a.1,55,True,True,55,55|45|43|69|40,1.0,1.0,1.0,1.0,1.0,55,55|45|43|69|40,1.0,1.0,1.0,1.0,1.0,True,both_top1
dfc0dbda54b19dd94397,english,2022-baytex-esg-report-final,Reserves Valuation & Capital Expenditures,EM-EP-420a.4,54,True,True,54,54|71|79|76|80,1.0,1.0,1.0,1.0,1.0,71,71|76|79|80|72,0.0,0.0,1.0,0.0,0.125,False,vlm_degraded_top1
fa8ff7e6d5e57e0c75a8,english,2022-baytex-esg-report-final,Reserves Valuation & Capital Expenditures,EM-EP-420a.1,54,True,True,54,54|79|52|80|71,1.0,1.0,1.0,1.0,1.0,54,54|80|79|52|71,1.0,1.0,1.0,1.0,1.0,False,both_top1
fb4422a8e5b6419c6340,english,2022-baytex-esg-report-final,Greenhouse Gas Emissions,EM-EP-110a.3,10|11|13,True,True,52,52|71|9|4|82,0.0,0.0,1.0,0.0,0.16666666666666666,71,71|9|4|10|68,0.0,1.0,1.0,0.0,0.25,False,neither_top1
ff42abdb123a06424cfa,english,2022-baytex-esg-report-final,Environmental Impacts in the Supply Chain,EM-EP-160a.1,16,True,True,53,53|15|16|45|14,0.0,1.0,1.0,0.0,0.3333333333333333,53,53|14|15|16|22,0.0,1.0,1.0,0.0,0.25,False,neither_top1
6750e6ca46fe402c57ac,english,burberry_2020-21_esg,Raw Materials Sourcing,CG-AA-440a.4,34,True,True,29,29|32|6|34|30,0.0,1.0,1.0,0.0,0.25,29,29|30|31|6|34,0.0,1.0,1.0,0.0,0.2,False,neither_top1
73b7e8ef0412a66b0b9e,english,burberry_2020-21_esg,Labour Conditions in the Supply Chain,CG-AA-430b.3,19|20,True,True,30,30|3|4|20|19,0.0,1.0,1.0,0.0,0.25,31,31|21|30|3|4,0.0,0.0,1.0,0.0,0.16666666666666666,False,neither_top1
83fa962cf32692e7e129,english,burberry_2020-21_esg,Environmental Impacts in the Supply Chain,CG-AA-430a.1,,False,,31,31|29|2|6|30,,,,,,31,31|29|2|6|30,,,,,,True,empty_gold
b73904049186c8e627fe,english,burberry_2020-21_esg,Labour Conditions in the Supply Chain,CG-AA-430b.2,,False,,31,31|29|32|21|6,,,,,,31,31|29|32|21|6,,,,,,True,empty_gold
3888efcac10564ace059,english,cannickel-esg-report2023-print,Energy Management,EM-MM-130a.1,45|53,True,True,54,54|46|59|43|60,0.0,0.0,1.0,1.0,0.1,54,54|46|59|43|60,0.0,0.0,1.0,1.0,0.1,False,neither_top1
4b3a8f5d6fe185536f29,english,cannickel-esg-report2023-print,Water Management,EM-MM-140a.2,55,True,True,48,48|63|54|51|55,0.0,1.0,1.0,0.0,0.2,42,42|53|47|48|54,0.0,0.0,1.0,0.0,0.125,False,neither_top1
56009d1b85f1f8efd1f7,english,cannickel-esg-report2023-print,Waste & Hazardous Materials Management,EM-MM-150a.10,31,True,True,62,62|31|10|17|18,0.0,1.0,1.0,0.0,0.5,31,31|42|33|32|18,1.0,1.0,1.0,1.0,1.0,True,vlm_improved_top1
62eabafb49790e225fd3,english,cannickel-esg-report2023-print,Waste & Hazardous Materials Management,EM-MM-150a.9,53,True,True,62,62|42|63|51|30,0.0,0.0,1.0,0.0,0.1111111111111111,53,53|42|54|62|17,1.0,1.0,1.0,1.0,1.0,False,vlm_improved_top1
8f113da9daadefbd2aab,english,cannickel-esg-report2023-print,"Security, Human Rights & Rights of Indigenous Peoples",EM-MM-210a.3,10,True,True,27,27|13|22|21|42,0.0,0.0,1.0,0.0,0.14285714285714285,27,27|22|21|25|10,0.0,1.0,1.0,0.0,0.2,False,neither_top1
914433a05a6b8e0010e7,english,cannickel-esg-report2023-print,Water Management,EM-MM-140a.1,53,True,False,48,48|54|47|59|42,0.0,0.0,0.0,0.0,0.06666666666666667,54,54|48|59|46|50,0.0,0.0,0.0,1.0,0.09090909090909091,False,candidate_recall_miss
a22c5e2bd44c4b7ffad8,english,cannickel-esg-report2023-print,Air Quality,EM-MM-120a.1,33,True,True,60,60|33|46|13|54,0.0,1.0,1.0,0.0,0.5,60,60|33|46|13|54,0.0,1.0,1.0,0.0,0.5,True,neither_top1
b26853fe74fc9c84d9ba,english,cannickel-esg-report2023-print,Workforce Health & Safety,EM-MM-320a.1,31|35|55,True,True,55,55|29|31|51|46,1.0,1.0,1.0,1.0,1.0,55,55|35|31|30|28,1.0,1.0,1.0,1.0,1.0,False,both_top1
b6802eff5d5f89b522c8,english,cannickel-esg-report2023-print,Biodiversity Impacts,EM-MM-160a.1,,False,,49,49|42|41|24|21,,,,,,49,49|50|42|24|34,,,,,,False,empty_gold
c03f6c43791dd364d316,english,cannickel-esg-report2023-print,Greenhouse Gas Emissions,EM-MM-110a.1,53,True,True,53,53|46|60|54|43,1.0,1.0,1.0,1.0,1.0,53,53|46|59|60|54,1.0,1.0,1.0,1.0,1.0,False,both_top1
314b191a643220b3977d,english,esg-2022,Greenhouse Gas Emissions,EM-MD-110a.1,18,True,True,19,19|47|18|17|26,0.0,1.0,1.0,1.0,0.3333333333333333,19,19|47|18|17|26,0.0,1.0,1.0,1.0,0.3333333333333333,False,neither_top1
8bfba94a2e1501f2bf21,english,esg-2022,"Operational Safety, Emergency Preparedness & Response",EM-MD-540a.1,14,True,True,14,14|47|51|17|28,1.0,1.0,1.0,1.0,1.0,14,14|47|13|51|17,1.0,1.0,1.0,1.0,1.0,False,both_top1
bb472e9e6ddcc0ee9477,english,esg-2022,"Operational Safety, Emergency Preparedness & Response",EM-MD-540a.4,,False,,13,13|12|2|28|14,,,,,,13,13|12|14|45|23,,,,,,False,empty_gold
f3d61f6fd61a57dd774f,english,esg-2022,Greenhouse Gas Emissions,EM-MD-110a.2,7|21,True,True,16,16|30|19|47|21,0.0,1.0,1.0,0.0,0.2,45,45|46|20|26|18,0.0,0.0,0.0,0.0,0.0625,False,neither_top1
00b0ae20462770abe10d,english,esg-report-2022,Financial Inclusion & Capacity Building,FN-CB-240a.1,31|43,True,False,10,10|25|21|37|34,0.0,0.0,0.0,0.0,0.08333333333333333,25,25|21|26|44|20,0.0,0.0,0.0,0.0,0.0,True,candidate_recall_miss
10ea4f1fefb67afcb332,english,esg-report-2022,Data Security,FN-CB-230a.2,22,True,True,51,51|9|47|49|14,0.0,0.0,1.0,0.0,0.125,51,51|50|22|13|49,0.0,1.0,1.0,0.0,0.3333333333333333,False,neither_top1
5511a5d396eaca8711bc,english,esg-report-2022,"Incorporation of Environmental, Social, and Governance Factors in Credit Analysis",FN-CB-410a.2,8|9|12|14,True,True,7,7|9|14|17|15,0.0,1.0,1.0,1.0,0.5,14,14|7|8|9|17,1.0,1.0,1.0,1.0,1.0,False,vlm_improved_top1
9a1c4cf0f88981b19837,english,esg-report-2022,Systemic Risk Management,FN-CB-550a.2,14,True,True,14,14|9|7|33|47,1.0,1.0,1.0,1.0,1.0,14,14|10|12|13|33,1.0,1.0,1.0,1.0,1.0,False,both_top1
