sample_id,lang,report_stem,gold_pages,pred_top1,hit_at_1,hit_at_5,hit_at_10,near_at_1,reciprocal_rank
ce66945f3e412a33ec1f,japanese,tokyo_gas,24,70,0.0,0.0,0.0,0.0,0.0
098ff73d3c56ba51dffa,korean,bh,76,10,0.0,0.0,1.0,0.0,0.125
0e84f1016ce043895e64,korean,bh,74|75|114,129,0.0,0.0,0.0,0.0,0.0
28e9b279730986e36dd3,korean,bh,75|114,129,0.0,0.0,0.0,0.0,0.041666666666666664
7de632da17eedf77b4a1,korean,bh,98,44,0.0,0.0,0.0,0.0,0.0
d97781a203ccb9b0f551,korean,bh,81|110,16,0.0,0.0,0.0,0.0,0.0
0b461e17c0cfa7e317c0,korean,hana_micron,24|54,55,0.0,1.0,1.0,1.0,0.25
737598ae7160bc32e836,korean,hana_micron,62,6,0.0,0.0,0.0,0.0,0.03333333333333333
873af103cf04b57625b0,korean,hana_micron,72,72,1.0,1.0,1.0,1.0,1.0
9231c3d7b3a8d6e80dd5,korean,hana_micron,57,25,0.0,1.0,1.0,0.0,0.25
a1a32a3f65ad9977d4a0,korean,hana_micron,35|37,68,0.0,0.0,0.0,0.0,0.0
cb552ce39a277b84362c,korean,hana_micron,22|72,75,0.0,1.0,1.0,0.0,0.5
fe12d677ff527e7648ef,korean,hana_micron,19|21|22,16,0.0,0.0,0.0,0.0,0.034482758620689655
159347d33ad37ebcdb78,korean,hyundai,73,123,0.0,1.0,1.0,0.0,0.5
2ca9bc86dbdedd91b02c,korean,hyundai,28|39,123,0.0,0.0,0.0,0.0,0.047619047619047616
2d523d8aad315e72c78e,korean,hyundai,41|70|92,123,0.0,0.0,0.0,0.0,0.03333333333333333
5504c0aaffc371247ca2,korean,hyundai,102,123,0.0,0.0,0.0,0.0,0.0
8bcbccda52b3bad14cbe,korean,hyundai,102,123,0.0,0.0,0.0,0.0,0.0
a641e5cdea24b846f049,korean,hyundai,72,44,0.0,1.0,1.0,0.0,0.25
b0bacd843227d32b7f9e,korean,hyundai,100,94,0.0,0.0,0.0,0.0,0.0
bad6ee33dc814e4e66f0,korean,hyundai,25|28,123,0.0,0.0,0.0,0.0,0.0
fa6a08c31abe73488c59,korean,hyundai,72,58,0.0,0.0,0.0,0.0,0.05263157894736842
ea3267d62fd142dab5e0,korean,kgm,12,9,0.0,1.0,1.0,0.0,0.25
0031b563e34c256efeb2,korean,kia,131,131,1.0,1.0,1.0,1.0,1.0
08380b2218703a040a7f,korean,kia,52|114|131,39,0.0,1.0,1.0,0.0,0.3333333333333333
0c4f3bd042d5a12a2f69,korean,kia,131,131,1.0,1.0,1.0,1.0,1.0
3d6e7b2526b3caedd23b,korean,kia,52|114|131,137,0.0,1.0,1.0,0.0,0.3333333333333333
6fed804375adc9838f4d,korean,kia,79|120|131,131,1.0,1.0,1.0,1.0,1.0
72bc40357b0da588838b,korean,kia,34|35|131,131,1.0,1.0,1.0,1.0,1.0
87093c7140fb936420ec,korean,kia,131,131,1.0,1.0,1.0,1.0,1.0
87af99c0c9802a0be643,korean,kia,119|131,32,0.0,1.0,1.0,0.0,0.5
94ac19ca233efb45fe32,korean,kia,131,131,1.0,1.0,1.0,1.0,1.0
c924b1277e1370a78d5a,korean,kia,5|131,131,1.0,1.0,1.0,1.0,1.0
c93cfb0c1f8a62b8ca8b,korean,kia,131,131,1.0,1.0,1.0,1.0,1.0
ed7e61a15c6b6b3678e8,korean,kia,131,131,1.0,1.0,1.0,1.0,1.0
1888bc75b83432e49a41,korean,nepes,37,37,1.0,1.0,1.0,1.0,1.0
303cf64d7e6935ccd776,korean,nepes,37,12,0.0,1.0,1.0,0.0,0.5
967361189398dbb0055a,korean,nepes,13|37,6,0.0,1.0,1.0,0.0,0.5
971da898ab83883b619b,korean,nepes,13|37,6,0.0,1.0,1.0,0.0,0.5
b9763451dd7e1b63f3de,korean,nepes,17,21,0.0,0.0,0.0,0.0,0.0
13713e218c21c7cacb86,korean,samsung_electro_mechanics,94|96,6,0.0,1.0,1.0,0.0,0.2
39fb09a1eefb8b689626,korean,samsung_electro_mechanics,116,6,0.0,0.0,0.0,0.0,0.038461538461538464
5d6bf019e0fe005c8e75,korean,samsung_electronics,42|43|44,42,1.0,1.0,1.0,1.0,1.0
6153f33c800a49ad7396,korean,samsung_electronics,48|49|50,49,1.0,1.0,1.0,1.0,1.0
6b39ae687ae4133a0bee,korean,samsung_electronics,37,31,0.0,0.0,0.0,0.0,0.05263157894736842
d886c65cb7f8b7230bab,korean,samsung_electronics,43|44|61,79,0.0,0.0,0.0,0.0,0.0
dda2c1b9845388342112,korean,samsung_electronics,12|16,12,1.0,1.0,1.0,1.0,1.0
0052708928e5de126dd5,korean,skhynix,83,96,0.0,0.0,0.0,0.0,0.03571428571428571
5a59c29ca8c6e0425f19,korean,skhynix,82,43,0.0,0.0,1.0,0.0,0.1
6e67d7d5fad62e1a5d03,korean,skhynix,20,96,0.0,0.0,1.0,0.0,0.14285714285714285
aeac73b8da9d07e277e6,korean,skhynix,20|22|61|80,95,0.0,0.0,0.0,0.0,0.07692307692307693
bba794453acb8770add2,korean,skhynix,20|31|32,3,0.0,0.0,1.0,0.0,0.14285714285714285
0e95500b6b29fe0c7006,thai,bafs,121,209,0.0,1.0,1.0,0.0,0.5
50099ef106cbd38cc34c,thai,bafs,62,216,0.0,0.0,0.0,0.0,0.05555555555555555
56d04ea1c2584a4d421f,thai,bafs,62,216,0.0,0.0,0.0,0.0,0.05555555555555555
abc0365f30a02f534459,thai,bafs,121,218,0.0,0.0,0.0,0.0,0.0
d58c930ef97197505f9b,thai,bafs,210,217,0.0,0.0,0.0,0.0,0.041666666666666664
e1de00e677a541f9dc37,thai,bafs,60,217,0.0,0.0,0.0,0.0,0.0
bbe2d117bca6044e87ec,thai,cimbt,32,91,0.0,1.0,1.0,0.0,0.2
eaa8bef132cf61632f5c,thai,cimbt,60,90,0.0,0.0,0.0,0.0,0.07692307692307693
08bfe585e0ad8e831427,thai,cpall,191,316,0.0,0.0,0.0,0.0,0.0
16dcaa1f6ac7ec9d67fc,thai,cpall,163,302,0.0,0.0,0.0,0.0,0.0
447b611d4447ea639bbb,thai,cpall,58,307,0.0,0.0,0.0,0.0,0.0
4d5e3b334931042c8387,thai,cpall,58,307,0.0,0.0,0.0,0.0,0.0
71cc3eb19bca82af9ffb,thai,cpall,191,316,0.0,0.0,0.0,0.0,0.0
8bb35a8dabedea3f6396,thai,cpall,8,302,0.0,0.0,0.0,0.0,0.0
9b894c04a11fa9def10e,thai,cpall,294,316,0.0,0.0,0.0,0.0,0.0
9d51ca903f0bb51a69d5,thai,cpall,44,311,0.0,0.0,0.0,0.0,0.0
d6c7401a5f59bb3d4f0b,thai,cpall,72,308,0.0,0.0,0.0,0.0,0.0625
f627eb1e060bd36320a9,thai,cpall,163,302,0.0,0.0,0.0,0.0,0.0
0b6d954da1ff6e70d2e4,thai,crc,24,62,0.0,0.0,0.0,0.0,0.047619047619047616
757326706a77645c6671,thai,crc,47,63,0.0,0.0,0.0,0.0,0.0
7a28b49b775a2f61981f,thai,crc,47,63,0.0,0.0,0.0,0.0,0.0
92a2efabaec1a2b2b7c5,thai,crc,24,62,0.0,0.0,0.0,0.0,0.047619047619047616
cdee3ea0b6ee1a45a6a9,thai,crc,30,63,0.0,0.0,0.0,0.0,0.0
d723fc9be203f6144af6,thai,crc,46,63,0.0,0.0,0.0,0.0,0.0
f23ad3b183467ac447ec,thai,crc,46,63,0.0,0.0,0.0,0.0,0.0
f2f80a96a571da970c7e,thai,crc,24,62,0.0,0.0,0.0,0.0,0.047619047619047616
0fe30c8f23599fe1000e,thai,cv,23,30,0.0,1.0,1.0,0.0,0.2
84d66147108b6444cfc2,thai,cv,29,3,0.0,0.0,1.0,0.0,0.125
21c1539b82547c425168,thai,icc,52,105,0.0,0.0,0.0,0.0,0.0
4bd81bb2bd115814e11b,thai,icc,52,105,0.0,0.0,0.0,0.0,0.0
5ea5bfc9cc1fc45d2d01,thai,icc,21,106,0.0,0.0,0.0,0.0,0.0
6ccca42a8c23d3cc92fd,thai,icc,72,106,0.0,0.0,0.0,0.0,0.038461538461538464
c0fbaabcda15b455fd1a,thai,icc,52,105,0.0,0.0,0.0,0.0,0.0
04ee2116537986246ec2,thai,kbank,103,243,0.0,0.0,0.0,0.0,0.0
1a7b2fe8561bb46982ba,thai,kbank,154,15,0.0,0.0,0.0,0.0,0.0
30b38f491a1fde53c215,thai,kbank,92,217,0.0,0.0,0.0,0.0,0.0
45f926f0e1e0fdb32eaf,thai,kbank,194,236,0.0,0.0,0.0,0.0,0.043478260869565216
a635c18447f4566e49b6,thai,kbank,103,243,0.0,0.0,0.0,0.0,0.0
db6e7c7b4fa5c93f2c7b,thai,kbank,150,238,0.0,0.0,0.0,0.0,0.0
e1109414feb475c5ff4a,thai,kbank,92,217,0.0,0.0,0.0,0.0,0.0
e398081136d7631d2898,thai,kbank,66,217,0.0,0.0,0.0,0.0,0.0
348298f6e72e6bb68e81,thai,pttep,260,173,0.0,0.0,0.0,0.0,0.0
5574ce3bbda52856f163,thai,scb,77,130,0.0,0.0,0.0,0.0,0.0
6a9ed7ace94b670224d1,thai,scb,95,131,0.0,0.0,1.0,0.0,0.125
783bcdbda1dda34b5417,thai,scb,95,30,0.0,0.0,0.0,0.0,0.0
c9ff11e155670b3882d6,thai,scb,95,130,0.0,0.0,1.0,0.0,0.1111111111111111
faaf5f3cefe6a7f8a84f,thai,scb,95,130,0.0,0.0,0.0,0.0,0.09090909090909091
029b9360cefd31f89dd0,thai,scm,108,89,0.0,0.0,0.0,0.0,0.0
02a465fceda092f7c1b0,thai,scm,107,89,0.0,0.0,0.0,0.0,0.0
103d68bc470d7d5171a0,thai,scm,107,89,0.0,0.0,0.0,0.0,0.0
161fb2d9b525319f3d5c,thai,scm,86,89,0.0,0.0,0.0,0.0,0.0
2ba66d7bdfe0ba40d04f,thai,scm,76,106,0.0,1.0,1.0,0.0,0.3333333333333333
2fccc5eb39602f3d66c9,thai,scm,86,89,0.0,0.0,0.0,0.0,0.0
d3b9323f60fa32007f64,thai,scm,77,89,0.0,0.0,0.0,0.0,0.05
ec3416affffa2312d9ec,thai,scm,108,89,0.0,0.0,0.0,0.0,0.0
0f7500d416a4e93b3a64,thai,tisco,58,243,0.0,0.0,0.0,0.0,0.0
1cbc80386897f11a0256,thai,tisco,72,217,0.0,0.0,0.0,0.0,0.0
57e7849472b966b5b96a,thai,tisco,58,243,0.0,0.0,0.0,0.0,0.0
73c48a10dfee929d6d61,thai,tisco,54,238,0.0,0.0,0.0,0.0,0.0
7efad3113f43687af00e,thai,tisco,127,217,0.0,0.0,0.0,0.0,0.0
88d552b76e3d2fb5b2c4,thai,tisco,58,217,0.0,0.0,0.0,0.0,0.0
98f2ac9b055da29a098d,thai,tisco,72,217,0.0,0.0,0.0,0.0,0.0
a24c22b1803ccd498077,thai,tisco,45,238,0.0,0.0,0.0,0.0,0.0
f0d2f6ce2e0b43001529,thai,tisco,72,243,0.0,0.0,0.0,0.0,0.0
