lang,cid,sid,topic,metric_description,metric_code,page,file_stem,label,answer_value,answer_unit,complete,sasb_category,sasb_unit_of_measure,sasb_key_terms,sasb_what_counts
chinese,inx,4,員工多元及包容性,針對 (c) 技術員工之 (1) 性別之代表性之百分比,TC-SC-330a.1,83,inx_083,no,21.52,%,True,Quantitative,Percentage (%),foreign nationals|offshore employees|global workforce|international employees|diversity|talent management|H-1B visa,Two percentages: (1) employees who are foreign nationals (non-citizens of country of employment); (2) employees located outside the company's home country. Relevant for understanding talent dependency and visa/immigration risk.
chinese,inx,5,員工多元及包容性,針對 (d) 所有其他員工之 (1) 性別之代表性之百分比,TC-SC-330a.1,85,inx_085,no,N/A,N/A,False,Quantitative,Percentage (%),foreign nationals|offshore employees|global workforce|international employees|diversity|talent management|H-1B visa,Two percentages: (1) employees who are foreign nationals (non-citizens of country of employment); (2) employees located outside the company's home country. Relevant for understanding talent dependency and visa/immigration risk.
chinese,inx,9,員工多元及包容性,針對 (d) 所有其他員工之 (2) 多元群體之代表性之百分比,TC-SC-330a.1,85,inx_085,no,1.18,%,False,Quantitative,Percentage (%),foreign nationals|offshore employees|global workforce|international employees|diversity|talent management|H-1B visa,Two percentages: (1) employees who are foreign nationals (non-citizens of country of employment); (2) employees located outside the company's home country. Relevant for understanding talent dependency and visa/immigration risk.
chinese,mfhc,10,普惠金融與能力建構,為無銀行服務、低度使用銀行服務或服務不足之客戶提供之金融素養倡議之參與者數量,FN-CB-240a.4,36,mfhc_036,yes,371,實施參與人次,True,Quantitative,Number,financial literacy|unbanked|underbanked|underserved|financial education|workshops|seminars|counselling,"Total number of unique individuals documented as participating in at least one financial literacy initiative during reporting period. Includes both direct and third-party initiatives contracted by the entity. Covers retail AND commercial customers (SMEs, minority-owned businesses)."
chinese,mfhc,11,將環境、社會及治理因素納入信用分析,將環境、社會及治理 (ESG) 因素納入信用分析之作法之描述,FN-CB-410a.2,29,mfhc_029,yes,N/A,N/A,True,Discussion and Analysis,n/a,ESG|credit analysis|environmental factors|social factors|governance|creditworthiness|climate risk|Equator Principles|ESRM|carbon-related assets,"Qualitative description of how ESG factors are incorporated in credit analysis for commercial/industrial lending and project finance. Must cover: policies, responsible parties, ESG research approach, oversight, scenario analysis, credit loss estimation, significant ESG concentrations."
chinese,mfhc,5,普惠金融與能力建構,符合旨在促進小型企業及社區發展計畫之貸款 (1) 數量,FN-CB-240a.1,35,mfhc_035,no,"16,121",戶,True,Quantitative,Number|Presentation currency,community development loan|small business loan|financial inclusion|low-income|moderate-income|CDFI|microfinance|community development finance,Two values: (1) total NUMBER of qualifying loans outstanding; (2) total AMOUNT outstanding in presentation currency. Scope includes community development loans (low/moderate-income) and small business loans (including farms). EXCLUDES personal expenditures and residential property loans.
chinese,mfhc,6,普惠金融與能力建構,符合旨在促進小型企業及社區發展計畫之貸款 (2) 餘額,FN-CB-240a.1,35,mfhc_035,no,"2,446",億元,True,Quantitative,Number|Presentation currency,community development loan|small business loan|financial inclusion|low-income|moderate-income|CDFI|microfinance|community development finance,Two values: (1) total NUMBER of qualifying loans outstanding; (2) total AMOUNT outstanding in presentation currency. Scope includes community development loans (low/moderate-income) and small business loans (including farms). EXCLUDES personal expenditures and residential property loans.
chinese,mfhc,7,普惠金融與能力建構,符合旨在促進小型企業及社區發展計畫之逾期及催收款項或受暫緩還款約束貸款之 (1) 數量,FN-CB-240a.2,35,mfhc_035,no,133,件,True,Quantitative,Number|Presentation currency,past due loan|nonaccrual loan|forbearance|community development|small business|low-income|moderate-income,Two values: (1) total NUMBER of past due/nonaccrual loans OR loans subject to forbearance that qualify for small business/community development programmes; (2) total AMOUNT outstanding. Includes originated and purchased loans.
chinese,mfhc,8,普惠金融與能力建構,符合旨在促進小型企業及社區發展計畫之逾期及催收款項或受暫緩還款約束貸款之 (2) 餘額,FN-CB-240a.2,35,mfhc_035,no,5.46,億元,True,Quantitative,Number|Presentation currency,past due loan|nonaccrual loan|forbearance|community development|small business|low-income|moderate-income,Two values: (1) total NUMBER of past due/nonaccrual loans OR loans subject to forbearance that qualify for small business/community development programmes; (2) total AMOUNT outstanding. Includes originated and purchased loans.
chinese,mfhc,10,普惠金融與能力建構,為無銀行服務、低度使用銀行服務或服務不足之客戶提供之金融素養倡議之參與者數量,FN-CB-240a.4,37,mfhc_037,no,371,實施參與人次,True,Quantitative,Number,financial literacy|unbanked|underbanked|underserved|financial education|workshops|seminars|counselling,"Total number of unique individuals documented as participating in at least one financial literacy initiative during reporting period. Includes both direct and third-party initiatives contracted by the entity. Covers retail AND commercial customers (SMEs, minority-owned businesses)."
chinese,mfhc,11,將環境、社會及治理因素納入信用分析,將環境、社會及治理 (ESG) 因素納入信用分析之作法之描述,FN-CB-410a.2,31,mfhc_031,no,N/A,N/A,True,Discussion and Analysis,n/a,ESG|credit analysis|environmental factors|social factors|governance|creditworthiness|climate risk|Equator Principles|ESRM|carbon-related assets,"Qualitative description of how ESG factors are incorporated in credit analysis for commercial/industrial lending and project finance. Must cover: policies, responsible parties, ESG research approach, oversight, scenario analysis, credit loss estimation, significant ESG concentrations."
chinese,mfhc,22,一般資訊,支票存款及儲蓄存款帳戶之 (1) 數量，按部門別 (a) 個人,FN-CB-000.A,35,mfhc_035,no,"3,886,424",戶數,True,Quantitative,Number|Presentation currency,checking accounts|savings accounts|personal|small business|deposits,N/A
chinese,mfhc,23,一般資訊,支票存款及儲蓄存款帳戶之 (1) 數量，按部門別 (b) 小型企業,FN-CB-000.A,35,mfhc_035,no,"133,583",戶數,True,Quantitative,Number|Presentation currency,checking accounts|savings accounts|personal|small business|deposits,N/A
chinese,mfhc,24,一般資訊,支票存款及儲蓄存款帳戶之 (2) 金額，按部門別 (a) 個人,FN-CB-000.A,35,mfhc_035,no,"11,061",億元,True,Quantitative,Number|Presentation currency,checking accounts|savings accounts|personal|small business|deposits,N/A
chinese,mfhc,25,一般資訊,支票存款及儲蓄存款帳戶之 (2) 金額，按部門別 (b) 小型企業,FN-CB-000.A,35,mfhc_035,no,"8,931",億元,True,Quantitative,Number|Presentation currency,checking accounts|savings accounts|personal|small business|deposits,N/A
chinese,mfhc,26,一般資訊,放款之 (1) 數量，按部門別 (a) 個人,FN-CB-000.B,35,mfhc_035,no,"126,138",戶數,True,Quantitative,Number|Presentation currency,loans|personal loans|small business loans|corporate loans,N/A
chinese,mfhc,27,一般資訊,放款之 (1) 數量，按部門別 (b) 小型企業,FN-CB-000.B,35,mfhc_035,no,"16,121",戶,True,Quantitative,Number|Presentation currency,loans|personal loans|small business loans|corporate loans,N/A
chinese,mfhc,28,一般資訊,放款之 (1) 數量，按部門別 (c) 公司,FN-CB-000.B,35,mfhc_035,no,709,戶數,True,Quantitative,Number|Presentation currency,loans|personal loans|small business loans|corporate loans,N/A
chinese,mfhc,29,一般資訊,放款之 (2) 金額，按部門別 (a) 個人,FN-CB-000.B,35,mfhc_035,no,"5,306",億元,True,Quantitative,Number|Presentation currency,loans|personal loans|small business loans|corporate loans,N/A
chinese,mfhc,30,一般資訊,放款之 (2) 金額，按部門別 (b) 小型企業,FN-CB-000.B,35,mfhc_035,no,"2,446",億元,True,Quantitative,Number|Presentation currency,loans|personal loans|small business loans|corporate loans,N/A
chinese,mfhc,31,一般資訊,放款之 (2) 金額，按部門別 (c) 公司,FN-CB-000.B,35,mfhc_035,no,"3,556",億元,True,Quantitative,Number|Presentation currency,loans|personal loans|small business loans|corporate loans,N/A
chinese,kye,5,員工多元及包容性,針對 (d) 所有其他員工之 (1) 性別之代表性之百分比,TC-SC-330a.1,75,kye_075,yes,19.6,%,True,Quantitative,Percentage (%),foreign nationals|offshore employees|global workforce|international employees|diversity|talent management|H-1B visa,Two percentages: (1) employees who are foreign nationals (non-citizens of country of employment); (2) employees located outside the company's home country. Relevant for understanding talent dependency and visa/immigration risk.
chinese,kye,21,材料取得,與關鍵材料之使用有關之風險管理之描述,TC-SC-440a.1,54,kye_054,yes,N/A,N/A,True,Discussion and Analysis,n/a,critical materials|rare earth|supply chain risk|conflict minerals|3TG|material sourcing|supply chain resilience|responsible sourcing|cobalt|tantalum,"Qualitative description of: (1) identification of critical and conflict materials used; (2) supply chain mapping and due diligence; (3) supplier audits and certifications (RBA, OECD); (4) mitigation strategies for supply disruptions; (5) alternatives assessment for critical materials."
chinese,kye,2,員工多元及包容性,針對 (a) 高階管理階層之 (1) 性別之代表性之百分比,TC-SC-330a.1,23,kye_023,no,85.7,%,True,Quantitative,Percentage (%),foreign nationals|offshore employees|global workforce|international employees|diversity|talent management|H-1B visa,Two percentages: (1) employees who are foreign nationals (non-citizens of country of employment); (2) employees located outside the company's home country. Relevant for understanding talent dependency and visa/immigration risk.
chinese,alchip,1,溫室氣體排放,(1) 範疇 1 溫室氣體排放之全球總排放量,TC-SC-110a.1,33,alchip_033,yes,7.3979,公噸 CO2e,True,Quantitative,Metric tons (t) CO2-e|Percentage (%),Scope 1 emissions|greenhouse gas|GHG|perfluorocompounds|PFC|carbon emissions|emissions-limiting regulations|global warming potential,"Two values: (1) gross global Scope 1 GHG emissions in metric tons CO2-equivalent, and percentage covered under emissions-limiting regulations (e.g. cap-and-trade, carbon tax); (2) subset of those emissions from perfluorocompounds (PFCs) used in semiconductor manufacturing. Excludes biogenic CO2."
chinese,alchip,3,溫室氣體排放,對管理範疇 1 排放之長期及短期策略或計畫、排放減量目標，以及針對該等目標之績效分析之討論,TC-SC-110a.2,33,alchip_033,yes,N/A,N/A,True,Discussion and Analysis,n/a,emissions reduction|climate strategy|Scope 1 management|PFC reduction|reduction targets|net zero|abatement|climate risk,"Qualitative discussion of strategy to manage Scope 1 emissions including: reduction targets (absolute or intensity-based), timeline, methods (process optimization, abatement equipment, alternative chemistries for PFCs), and performance against stated targets."
chinese,alchip,11,廢棄物管理,(1) 製造過程中產生之有害廢棄物重量,TC-SC-150a.1,33,alchip_033,yes,0.25,公噸,True,Quantitative,Metric tons (t)|Percentage (%),hazardous waste|waste generation|recycling|waste disposal|chemical waste|solvents|acids|waste recovery,"Two values: (1) total weight of hazardous waste generated in metric tons; (2) percentage of that hazardous waste that is recycled or recovered. Semiconductor manufacturing generates significant hazardous chemical wastes (solvents, acids, slurries). Excludes non-hazardous waste."
chinese,alchip,13,勞工健康與安全,對評估、監控及降低勞工暴露於人類健康危害所作之努力之描述,TC-SC-320a.1,40,alchip_040,yes,N/A,N/A,True,Discussion and Analysis,n/a,occupational health|employee safety|chemical exposure|hazardous substances|OSHA|industrial hygiene|health monitoring|ergonomics|radiation,"Qualitative description of: (1) types of health hazards present (chemicals, radiation, ergonomic); (2) monitoring and assessment methods; (3) controls implemented (engineering controls, PPE, substitution); (4) health surveillance programs; (5) metrics tracked (injury rates, illness rates, days lost)."
chinese,alchip,1,溫室氣體排放,(1) 範疇 1 溫室氣體排放之全球總排放量,TC-SC-110a.1,34,alchip_034,no,7.3979,公噸 CO2e,True,Quantitative,Metric tons (t) CO2-e|Percentage (%),Scope 1 emissions|greenhouse gas|GHG|perfluorocompounds|PFC|carbon emissions|emissions-limiting regulations|global warming potential,"Two values: (1) gross global Scope 1 GHG emissions in metric tons CO2-equivalent, and percentage covered under emissions-limiting regulations (e.g. cap-and-trade, carbon tax); (2) subset of those emissions from perfluorocompounds (PFCs) used in semiconductor manufacturing. Excludes biogenic CO2."
chinese,alchip,3,溫室氣體排放,對管理範疇 1 排放之長期及短期策略或計畫、排放減量目標，以及針對該等目標之績效分析之討論,TC-SC-110a.2,34,alchip_034,no,N/A,N/A,True,Discussion and Analysis,n/a,emissions reduction|climate strategy|Scope 1 management|PFC reduction|reduction targets|net zero|abatement|climate risk,"Qualitative discussion of strategy to manage Scope 1 emissions including: reduction targets (absolute or intensity-based), timeline, methods (process optimization, abatement equipment, alternative chemistries for PFCs), and performance against stated targets."
chinese,alchip,7,水管理,(1) 所有來源之取水量（以千立方公尺為單位）,TC-SC-140a.1,33,alchip_033,no,1.10,百萬公升,True,Quantitative,Thousand cubic metres (m³)|Percentage (%),water withdrawal|water consumption|water stress|water scarcity|WRI Aqueduct|water recycling|ultrapure water|wastewater,"Two paired values: (1) total water withdrawn (from all sources: municipal, groundwater, surface water) in thousand m³ + percentage from High/Extremely High Baseline Water Stress regions per WRI Aqueduct; (2) total water consumed (withdrawn minus discharged) + same percentage breakdown. Semiconductor fabs are water-intensive."
chinese,alchip,8,水管理,(2) 營運中之耗水量（以千立方公尺為單位）,TC-SC-140a.1,33,alchip_033,no,0.91,百萬公升,False,Quantitative,Thousand cubic metres (m³)|Percentage (%),water withdrawal|water consumption|water stress|water scarcity|WRI Aqueduct|water recycling|ultrapure water|wastewater,"Two paired values: (1) total water withdrawn (from all sources: municipal, groundwater, surface water) in thousand m³ + percentage from High/Extremely High Baseline Water Stress regions per WRI Aqueduct; (2) total water consumed (withdrawn minus discharged) + same percentage breakdown. Semiconductor fabs are water-intensive."
chinese,alchip,9,水管理,(3) 於基線水壓力高或極高區域之取水量占總取水量之百分比。,TC-SC-140a.1,33,alchip_033,no,N/A,N/A,False,Quantitative,Thousand cubic metres (m³)|Percentage (%),water withdrawal|water consumption|water stress|water scarcity|WRI Aqueduct|water recycling|ultrapure water|wastewater,"Two paired values: (1) total water withdrawn (from all sources: municipal, groundwater, surface water) in thousand m³ + percentage from High/Extremely High Baseline Water Stress regions per WRI Aqueduct; (2) total water consumed (withdrawn minus discharged) + same percentage breakdown. Semiconductor fabs are water-intensive."
chinese,alchip,11,廢棄物管理,(1) 製造過程中產生之有害廢棄物重量,TC-SC-150a.1,34,alchip_034,no,0.25,公噸,True,Quantitative,Metric tons (t)|Percentage (%),hazardous waste|waste generation|recycling|waste disposal|chemical waste|solvents|acids|waste recovery,"Two values: (1) total weight of hazardous waste generated in metric tons; (2) percentage of that hazardous waste that is recycled or recovered. Semiconductor manufacturing generates significant hazardous chemical wastes (solvents, acids, slurries). Excludes non-hazardous waste."
chinese,tsmc,3,溫室氣體排放,對管理範疇 1 排放之長期及短期策略或計畫、排放減量目標，以及針對該等目標之績效分析之討論,TC-SC-110a.2,98,tsmc_098,yes,N/A,N/A,True,Discussion and Analysis,n/a,emissions reduction|climate strategy|Scope 1 management|PFC reduction|reduction targets|net zero|abatement|climate risk,"Qualitative discussion of strategy to manage Scope 1 emissions including: reduction targets (absolute or intensity-based), timeline, methods (process optimization, abatement equipment, alternative chemistries for PFCs), and performance against stated targets."
chinese,tsmc,3,溫室氣體排放,對管理範疇 1 排放之長期及短期策略或計畫、排放減量目標，以及針對該等目標之績效分析之討論,TC-SC-110a.2,95,tsmc_095,yes,N/A,N/A,True,Discussion and Analysis,n/a,emissions reduction|climate strategy|Scope 1 management|PFC reduction|reduction targets|net zero|abatement|climate risk,"Qualitative discussion of strategy to manage Scope 1 emissions including: reduction targets (absolute or intensity-based), timeline, methods (process optimization, abatement equipment, alternative chemistries for PFCs), and performance against stated targets."
chinese,tsmc,7,水管理,(1) 所有來源之取水量（以千立方公尺為單位）,TC-SC-140a.1,109,tsmc_109,yes,2億1500萬,立方公尺,True,Quantitative,Thousand cubic metres (m³)|Percentage (%),water withdrawal|water consumption|water stress|water scarcity|WRI Aqueduct|water recycling|ultrapure water|wastewater,"Two paired values: (1) total water withdrawn (from all sources: municipal, groundwater, surface water) in thousand m³ + percentage from High/Extremely High Baseline Water Stress regions per WRI Aqueduct; (2) total water consumed (withdrawn minus discharged) + same percentage breakdown. Semiconductor fabs are water-intensive."
chinese,tsmc,8,水管理,(2) 營運中之耗水量（以千立方公尺為單位）,TC-SC-140a.1,112,tsmc_112,yes,96.8百萬,立方公尺,True,Quantitative,Thousand cubic metres (m³)|Percentage (%),water withdrawal|water consumption|water stress|water scarcity|WRI Aqueduct|water recycling|ultrapure water|wastewater,"Two paired values: (1) total water withdrawn (from all sources: municipal, groundwater, surface water) in thousand m³ + percentage from High/Extremely High Baseline Water Stress regions per WRI Aqueduct; (2) total water consumed (withdrawn minus discharged) + same percentage breakdown. Semiconductor fabs are water-intensive."
chinese,tsmc,11,廢棄物管理,(1) 製造過程中產生之有害廢棄物重量,TC-SC-150a.1,118,tsmc_118,yes,"97萬3,853",公噸,True,Quantitative,Metric tons (t)|Percentage (%),hazardous waste|waste generation|recycling|waste disposal|chemical waste|solvents|acids|waste recovery,"Two values: (1) total weight of hazardous waste generated in metric tons; (2) percentage of that hazardous waste that is recycled or recovered. Semiconductor manufacturing generates significant hazardous chemical wastes (solvents, acids, slurries). Excludes non-hazardous waste."
chinese,tsmc,12,廢棄物管理,(2) 製造營運中產生之有害廢棄物之再循環百分比,TC-SC-150a.1,118,tsmc_118,yes,18,%,True,Quantitative,Metric tons (t)|Percentage (%),hazardous waste|waste generation|recycling|waste disposal|chemical waste|solvents|acids|waste recovery,"Two values: (1) total weight of hazardous waste generated in metric tons; (2) percentage of that hazardous waste that is recycled or recovered. Semiconductor manufacturing generates significant hazardous chemical wastes (solvents, acids, slurries). Excludes non-hazardous waste."
chinese,tsmc,13,勞工健康與安全,對評估、監控及降低勞工暴露於人類健康危害所作之努力之描述,TC-SC-320a.1,166,tsmc_166,yes,N/A,N/A,True,Discussion and Analysis,n/a,occupational health|employee safety|chemical exposure|hazardous substances|OSHA|industrial hygiene|health monitoring|ergonomics|radiation,"Qualitative description of: (1) types of health hazards present (chemicals, radiation, ergonomic); (2) monitoring and assessment methods; (3) controls implemented (engineering controls, PPE, substitution); (4) health surveillance programs; (5) metrics tracked (injury rates, illness rates, days lost)."
chinese,tsmc,13,勞工健康與安全,對評估、監控及降低勞工暴露於人類健康危害所作之努力之描述,TC-SC-320a.1,168,tsmc_168,yes,N/A,N/A,True,Discussion and Analysis,n/a,occupational health|employee safety|chemical exposure|hazardous substances|OSHA|industrial hygiene|health monitoring|ergonomics|radiation,"Qualitative description of: (1) types of health hazards present (chemicals, radiation, ergonomic); (2) monitoring and assessment methods; (3) controls implemented (engineering controls, PPE, substitution); (4) health surveillance programs; (5) metrics tracked (injury rates, illness rates, days lost)."
chinese,tsmc,13,勞工健康與安全,對評估、監控及降低勞工暴露於人類健康危害所作之努力之描述,TC-SC-320a.1,169,tsmc_169,yes,N/A,N/A,True,Discussion and Analysis,n/a,occupational health|employee safety|chemical exposure|hazardous substances|OSHA|industrial hygiene|health monitoring|ergonomics|radiation,"Qualitative description of: (1) types of health hazards present (chemicals, radiation, ergonomic); (2) monitoring and assessment methods; (3) controls implemented (engineering controls, PPE, substitution); (4) health surveillance programs; (5) metrics tracked (injury rates, illness rates, days lost)."
chinese,tsmc,13,勞工健康與安全,對評估、監控及降低勞工暴露於人類健康危害所作之努力之描述,TC-SC-320a.1,170,tsmc_170,yes,N/A,N/A,True,Discussion and Analysis,n/a,occupational health|employee safety|chemical exposure|hazardous substances|OSHA|industrial hygiene|health monitoring|ergonomics|radiation,"Qualitative description of: (1) types of health hazards present (chemicals, radiation, ergonomic); (2) monitoring and assessment methods; (3) controls implemented (engineering controls, PPE, substitution); (4) health surveillance programs; (5) metrics tracked (injury rates, illness rates, days lost)."
chinese,tsmc,1,溫室氣體排放,(1) 範疇 1 溫室氣體排放之全球總排放量,TC-SC-110a.1,98,tsmc_098,no,2.019,百萬噸CO2e,True,Quantitative,Metric tons (t) CO2-e|Percentage (%),Scope 1 emissions|greenhouse gas|GHG|perfluorocompounds|PFC|carbon emissions|emissions-limiting regulations|global warming potential,"Two values: (1) gross global Scope 1 GHG emissions in metric tons CO2-equivalent, and percentage covered under emissions-limiting regulations (e.g. cap-and-trade, carbon tax); (2) subset of those emissions from perfluorocompounds (PFCs) used in semiconductor manufacturing. Excludes biogenic CO2."
chinese,tsmc,3,溫室氣體排放,對管理範疇 1 排放之長期及短期策略或計畫、排放減量目標，以及針對該等目標之績效分析之討論,TC-SC-110a.2,99,tsmc_099,no,N/A,N/A,True,Discussion and Analysis,n/a,emissions reduction|climate strategy|Scope 1 management|PFC reduction|reduction targets|net zero|abatement|climate risk,"Qualitative discussion of strategy to manage Scope 1 emissions including: reduction targets (absolute or intensity-based), timeline, methods (process optimization, abatement equipment, alternative chemistries for PFCs), and performance against stated targets."
chinese,tsmc,4,製造之能源管理,(1) 總能源消耗量,TC-SC-130a.1,103,tsmc_103,no,224億,度,True,Quantitative,Gigajoules (GJ)|Percentage (%),energy consumption|grid electricity|renewable energy|electricity|energy management|energy intensity|clean energy|power purchase agreement,"Three values: (1) total energy consumed in GJ across all manufacturing operations (electricity, fuel, steam, heating/cooling); (2) percentage of total energy that is grid electricity; (3) percentage of total energy from renewable sources (wind, solar, hydro, certified RECs, PPAs). Scope: owned and operated manufacturing facilities."
chinese,tsmc,6,製造之能源管理,(3) 所消耗之能源中屬再生能源之百分比,TC-SC-130a.1,103,tsmc_103,no,9.7,%,True,Quantitative,Gigajoules (GJ)|Percentage (%),energy consumption|grid electricity|renewable energy|electricity|energy management|energy intensity|clean energy|power purchase agreement,"Three values: (1) total energy consumed in GJ across all manufacturing operations (electricity, fuel, steam, heating/cooling); (2) percentage of total energy that is grid electricity; (3) percentage of total energy from renewable sources (wind, solar, hydro, certified RECs, PPAs). Scope: owned and operated manufacturing facilities."
chinese,tsmc,7,水管理,(1) 所有來源之取水量（以千立方公尺為單位）,TC-SC-140a.1,110,tsmc_110,no,2億1500萬,立方公尺,True,Quantitative,Thousand cubic metres (m³)|Percentage (%),water withdrawal|water consumption|water stress|water scarcity|WRI Aqueduct|water recycling|ultrapure water|wastewater,"Two paired values: (1) total water withdrawn (from all sources: municipal, groundwater, surface water) in thousand m³ + percentage from High/Extremely High Baseline Water Stress regions per WRI Aqueduct; (2) total water consumed (withdrawn minus discharged) + same percentage breakdown. Semiconductor fabs are water-intensive."
chinese,tsmc,11,廢棄物管理,(1) 製造過程中產生之有害廢棄物重量,TC-SC-150a.1,119,tsmc_119,no,"97萬3,853",公噸,True,Quantitative,Metric tons (t)|Percentage (%),hazardous waste|waste generation|recycling|waste disposal|chemical waste|solvents|acids|waste recovery,"Two values: (1) total weight of hazardous waste generated in metric tons; (2) percentage of that hazardous waste that is recycled or recovered. Semiconductor manufacturing generates significant hazardous chemical wastes (solvents, acids, slurries). Excludes non-hazardous waste."
chinese,tsmc,12,廢棄物管理,(2) 製造營運中產生之有害廢棄物之再循環百分比,TC-SC-150a.1,119,tsmc_119,no,18,%,True,Quantitative,Metric tons (t)|Percentage (%),hazardous waste|waste generation|recycling|waste disposal|chemical waste|solvents|acids|waste recovery,"Two values: (1) total weight of hazardous waste generated in metric tons; (2) percentage of that hazardous waste that is recycled or recovered. Semiconductor manufacturing generates significant hazardous chemical wastes (solvents, acids, slurries). Excludes non-hazardous waste."
chinese,tsmc,13,勞工健康與安全,對評估、監控及降低勞工暴露於人類健康危害所作之努力之描述,TC-SC-320a.1,167,tsmc_167,no,N/A,N/A,True,Discussion and Analysis,n/a,occupational health|employee safety|chemical exposure|hazardous substances|OSHA|industrial hygiene|health monitoring|ergonomics|radiation,"Qualitative description of: (1) types of health hazards present (chemicals, radiation, ergonomic); (2) monitoring and assessment methods; (3) controls implemented (engineering controls, PPE, substitution); (4) health surveillance programs; (5) metrics tracked (injury rates, illness rates, days lost)."
chinese,tsmc,13,勞工健康與安全,對評估、監控及降低勞工暴露於人類健康危害所作之努力之描述,TC-SC-320a.1,177,tsmc_177,no,N/A,N/A,True,Discussion and Analysis,n/a,occupational health|employee safety|chemical exposure|hazardous substances|OSHA|industrial hygiene|health monitoring|ergonomics|radiation,"Qualitative description of: (1) types of health hazards present (chemicals, radiation, ergonomic); (2) monitoring and assessment methods; (3) controls implemented (engineering controls, PPE, substitution); (4) health surveillance programs; (5) metrics tracked (injury rates, illness rates, days lost)."
english,esg-report-2022,FN-CB-410a.2,"Incorporation of Environmental, Social, and Governance Factors in Credit Analysis","Description of approach to incorporation of environmental, social and governance (ESG) factors in credit analysis",FN-CB-410a.2,7,esg-report-2022_007,yes,N/A,N/A,True,Discussion and Analysis,n/a,ESG|credit analysis|environmental factors|social factors|governance|creditworthiness|climate risk|Equator Principles|ESRM|carbon-related assets,"Qualitative description of how ESG factors are incorporated in credit analysis for commercial/industrial lending and project finance. Must cover: policies, responsible parties, ESG research approach, oversight, scenario analysis, credit loss estimation, significant ESG concentrations."
english,esg-report-2022,FN-CB-410a.2,"Incorporation of Environmental, Social, and Governance Factors in Credit Analysis","Description of approach to incorporation of environmental, social and governance (ESG) factors in credit analysis",FN-CB-410a.2,10,esg-report-2022_010,yes,N/A,N/A,True,Discussion and Analysis,n/a,ESG|credit analysis|environmental factors|social factors|governance|creditworthiness|climate risk|Equator Principles|ESRM|carbon-related assets,"Qualitative description of how ESG factors are incorporated in credit analysis for commercial/industrial lending and project finance. Must cover: policies, responsible parties, ESG research approach, oversight, scenario analysis, credit loss estimation, significant ESG concentrations."
english,esg-report-2022,FN-CB-510a.2,Business Ethics,Description of whistleblower policies and procedures,FN-CB-510a.2,13,esg-report-2022_013,yes,N/A,N/A,True,Discussion and Analysis,n/a,whistleblower|compliance programme|hotline|reporting violations|whistleblower incentives|internal controls|ethics,"Qualitative description of whistleblower programme including: internal compliance programmes, hotline details (independent third party?), publication of hotline number, incentives for reporting, methods for submitting tips, applicable jurisdictional regulations, violations and corrective actions."
english,esg-report-2022,FN-CB-550a.2,Systemic Risk Management,"Description of approach to integrate results of mandatory and voluntary stress tests into capital adequacy planning, long-term corporate strategy, and other business activities",FN-CB-550a.2,13,esg-report-2022_013,yes,N/A,N/A,True,Discussion and Analysis,n/a,stress test|capital adequacy|capital planning|ESG strategy|systemic risk|long-term strategy|regulatory stress test,Qualitative discussion of how mandatory and voluntary stress test results are integrated into capital planning and long-term corporate strategy. Must also discuss how stress test results inform ESG strategy.
english,esg-report-2022,FN-CB-410a.2,"Incorporation of Environmental, Social, and Governance Factors in Credit Analysis","Description of approach to incorporation of environmental, social and governance (ESG) factors in credit analysis",FN-CB-410a.2,16,esg-report-2022_016,yes,N/A,N/A,True,Discussion and Analysis,n/a,ESG|credit analysis|environmental factors|social factors|governance|creditworthiness|climate risk|Equator Principles|ESRM|carbon-related assets,"Qualitative description of how ESG factors are incorporated in credit analysis for commercial/industrial lending and project finance. Must cover: policies, responsible parties, ESG research approach, oversight, scenario analysis, credit loss estimation, significant ESG concentrations."
english,esg-report-2022,FN-CB-240a.1,Financial Inclusion & Capacity Building,(1) Number and (2) amount of loans outstanding that qualify for programmes designed to promote small business and community development 2,FN-CB-240a.1,16,esg-report-2022_016,yes but not complete,"1,271,000",tonsCO2e,False,Quantitative,Number|Presentation currency,community development loan|small business loan|financial inclusion|low-income|moderate-income|CDFI|microfinance|community development finance,Two values: (1) total NUMBER of qualifying loans outstanding; (2) total AMOUNT outstanding in presentation currency. Scope includes community development loans (low/moderate-income) and small business loans (including farms). EXCLUDES personal expenditures and residential property loans.
english,esg-report-2022,FN-CB-410b.4,Financed Emissions,Description of the methodology used to calculate financed emissions,FN-CB-410b.4,17,esg-report-2022_017,yes,N/A,N/A,True,Discussion and Analysis,n/a,financed emissions methodology|PCAF|attribution factor|data sources|emission factors|portfolio carbon accounting|estimation approach,"Qualitative description of: methodology for calculating financed emissions (PCAF or equivalent), attribution factors used by asset class, data sources for counterparty emissions and financial data, estimation approaches for data gaps, and deviations from PCAF methodology."
english,esg-report-2022,FN-CB-240a.1,Financial Inclusion & Capacity Building,(1) Number and (2) amount of loans outstanding that qualify for programmes designed to promote small business and community development 2,FN-CB-240a.1,20,esg-report-2022_020,yes but not complete,N/A,N/A,False,Quantitative,Number|Presentation currency,community development loan|small business loan|financial inclusion|low-income|moderate-income|CDFI|microfinance|community development finance,Two values: (1) total NUMBER of qualifying loans outstanding; (2) total AMOUNT outstanding in presentation currency. Scope includes community development loans (low/moderate-income) and small business loans (including farms). EXCLUDES personal expenditures and residential property loans.
